,index,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
658,19,2019 BMW X5 xDrive40i,48795,22894, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,07003,3,3
659,0,2021 Jeep Cherokee Latitude Plus,28670,16931, Four-wheel Drive ,21–29,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC,60012,1,0
660,1,2017 Ford Mustang EcoBoost Premium,31000,18531, Rear-wheel Drive ,21–27,Gasoline ,6-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,48170,1,1
661,2,2017 Audi A7 3.0T Prestige,40995,49473, All-wheel Drive ,21–29,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,34711,0,1
662,3,2021 Mazda CX-5 Grand Touring,32777,12098, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V,08012,1,1
663,4,2018 Ford F-150 XLT,29998,80746, RWD ,20–25,Flexible Fuel ,Automatic,3.3L V6 24V PDI DOHC Flexible Fuel,32304,3,3
664,5,2020 RAM 1500 Rebel,46899,26864, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,98226,1,0
665,6,2020 Cadillac CT5 Sport AWD,43990,11234, All-wheel Drive ,21–31,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34471,3,3
666,7,2008 Porsche 911 Carrera S,59477,51069, Rear-wheel Drive ,17–25,Gasoline ,6-Speed Manual with Overdrive,Flat 6 Cylinder Engine,98057,0,1
667,8,2021 Honda Civic Type R Touring,44995,5763, Front-wheel Drive ,22–28,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,53235,3,3
668,9,2020 Jeep Wrangler Unlimited Sahara,37499,50945, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33063,1,0
669,10,2017 GMC Sierra 1500 SLT,40997,75721, Four-wheel Drive ,15–20,E85 Flex Fuel ,Automatic,8 Cylinder Engine,98444,3,3
670,11,2007 Hummer H3 ,13850,146273, Four-wheel Drive ,None,Gasoline ,4-Speed Automatic,3.7L I5 20V MPFI DOHC,34748,0,1
671,12,2013 Land Rover Range Rover Sport HSE,21900,82407, Four-wheel Drive ,13–18,Gasoline ,6-Speed Automatic,5.0L V8 32V GDI DOHC,80204,3,3
672,13,2018 INFINITI QX80 Base,44000,47948, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,60504,1,0
673,14,2021 Tesla Model Y Long Range,74073,6145, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,80033,1,1
674,15,2016 Volkswagen Passat SEL,18750,77443, Front-wheel Drive ,25–38,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,50643,3,3
675,16,2019 Audi RS 5 2.9T,65985,21048, All-wheel Drive ,18–27,Gasoline ,8-Speed Automatic,2.9L V6 24V GDI DOHC Twin Turbo,32817,0,1
676,17,2009 Jeep Liberty Sport,6980,173757, Four-wheel Drive ,15–21,Gasoline ,4-Speed Automatic,3.7L V6 12V MPFI SOHC,98499,3,3
677,18,2020 Subaru WRX STI Base,48999,9384, All-wheel Drive ,16–22,Gasoline ,6-Speed Manual,2.5L H4 16V MPFI DOHC Turbo,98371,0,1
678,19,2015 Acura RDX Technology Package,20525,85097, All-wheel Drive ,19–27,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC,02472,0,1
679,0,2020 Toyota Tacoma TRD Off Road,38500,12502, Four-wheel Drive ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,22182,1,1
680,1,2019 Cadillac XT5 Luxury,33700,29535, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14304,3,3
681,2,2020 Hyundai Santa Fe SEL 2.4,27995,25978, Front-wheel Drive ,22–29,Gasoline ,8-Speed Automatic,2.4L I4 16V GDI DOHC,43228,0,1
682,3,2019 Chevrolet Blazer Premier,36995,24496, Front-wheel Drive ,20–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32822,1,1
683,4,2017 Toyota Camry SE,16950,41555, Front-wheel Drive ,24–33,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,07503,0,0
684,5,2020 Toyota Camry SE,29957,10107, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76087,3,3
685,6,2022 Porsche 911 GT3,287776,810, Rear-wheel Drive ,15–18,Gasoline ,6-Speed Manual,4.0L H6 24V GDI DOHC,32810,1,1
686,7,2021 Toyota Tacoma TRD Off Road,42482,19885, 4WD ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,21740,1,1
687,8,2018 Honda Accord LX,26433,1569, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,10801,0,0
688,9,2021 Mazda CX-30 Premium Package,31547,34985, All-wheel Drive ,24–31,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,10940,0,1
689,10,2020 Cadillac CT4 Premium Luxury,38588,7828, Rear-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,34474,3,3
690,11,2016 Porsche Macan S,39900,43247, All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,33146,0,1
691,12,2018 Hyundai Elantra SE,17999,36869, Front-wheel Drive ,29–38,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,76051,0,0
692,13,2020 Honda Accord LX 1.5T,28998,28392, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20165,3,3
693,14,2019 Hyundai Kona EV Ultimate,34987,21888, Front-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,53083,1,1
694,15,2018 Hyundai Tucson SE,19599,49576, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,02919,3,3
695,16,2020 Mercedes-Benz C-Class C 300 4MATIC,39995,19754, All-wheel Drive ,23–33,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,08638,1,1
696,17,2014 Mercedes-Benz C-Class C 300 4MATIC Sport,15884,88637, All-wheel Drive ,20–27,E85 Flex Fuel ,7-Speed Automatic,3.5L V6 24V GDI DOHC Flexible Fuel,22182,3,3
697,18,2019 Subaru Crosstrek 2.0i Limited,27491,65938, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,2.0L H4 16V GDI DOHC,20902,1,1
698,19,2017 Dodge Journey GT,18623,66162, All-wheel Drive ,16–24,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC,44310,3,3
699,0,2016 Porsche Macan S,37900,61202, All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,33064,1,1
700,1,2019 Land Rover Range Rover Sport 3.0L Supercharged HSE,66487,24830, Four-wheel Drive ,17–23,Gasoline ,Automatic,V6,02062,3,3
701,2,2008 Toyota Sienna XLE Limited,16450,71612, Front-wheel Drive ,19–26,Gasoline ,5-Speed Automatic,3.5L V6 24V MPFI DOHC,22042,1,1
702,3,2016 Porsche Macan S,37900,62290, All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,33064,0,1
703,4,2021 Toyota Highlander Hybrid Limited,45995,17367, All-wheel Drive ,35–34,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,32808,0,0
704,5,2021 Lexus NX 300 F Sport,37998,17404, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,32809,1,1
705,6,2021 Audi Q7 55 Premium Plus,63634,11062, All-wheel Drive ,18–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,48335,3,3
706,7,2020 Mercedes-Benz A-Class A 220,34998,16611, Front-wheel Drive ,24–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,93036,3,3
707,8,2021 Audi Q5 45 Premium,45998,15468, All-wheel Drive ,23–28,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,01923,3,3
708,9,2019 Dodge Grand Caravan SXT,26691,48725, Front-wheel Drive ,17–25,– ,Automatic,3.6L V6 24V MPFI DOHC,56071,0,0
709,10,2021 BMW X6 M50i,80500,38677, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,76116,1,1
710,11,2019 Volkswagen Atlas 3.6L SE w/Technology,36452,44196, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,98133,3,3
711,12,2015 Subaru XV Crosstrek 2.0i Limited,17795,65271, All-wheel Drive ,26–34,Gasoline ,Automatic CVT,2.0L H4 16V MPFI DOHC,06092,0,1
712,13,2020 Lexus GX 460 Base,45988,73841, Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60457,3,3
713,14,2018 Ford F-150 Lariat,48491,38586, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,64454,0,1
714,15,2019 Audi e-tron Prestige,60777,13918, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85281,0,0
715,16,2018 Honda Accord Sport,25500,49000, Front-wheel Drive ,29–35,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,22191,0,1
716,17,2015 Chevrolet Corvette Stingray Z51,56495,9391, Rear-wheel Drive ,17–29,Gasoline ,7-Speed Manual,6.2L V8 16V GDI OHV,60004,1,1
717,18,2018 Ford F-150 Raptor,51399,84675, Four-wheel Drive ,15–18,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,07724,0,0
718,19,2008 Land Rover Range Rover Supercharged,12200,87214, Four-wheel Drive ,12–18,Gasoline ,6-Speed Automatic,4.2L V8 32V MPFI DOHC Supercharged,91335,0,1
719,0,2021 Lexus LX 570 Three-Row,88496,20413, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,30339,3,3
720,1,2014 Toyota RAV4 Limited,24991,58879, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,02481,3,3
721,2,2020 Toyota Camry SE,28962,25102, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76017,1,1
722,3,2020 Honda Accord LX 1.5T,27998,39196, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,20165,3,3
723,4,2021 Bentley Continental GT V8,266000,5073, All-wheel Drive ,16–26,Gasoline ,8-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,07044,0,1
724,5,2015 Audi Q7 3.0T Premium Plus,24989,63879, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,20151,0,1
725,6,2014 Mercedes-Benz S-Class S 550,34490,78073, Rear-wheel Drive ,17–25,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,32771,0,1
726,7,2022 Ford Bronco Wildtrak,78777,4248, Four-wheel Drive ,19–20,Gasoline ,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo,60160,3,3
727,8,2019 Mercedes-Benz GLC 300 Base 4MATIC,38998,20624, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60477,3,3
728,9,2021 GMC Yukon Denali,86971,14456, Four-wheel Drive ,14–19,Gasoline ,10-Speed Automatic,6.2L V8 16V GDI OHV,98271,0,0
729,10,2019 INFINITI QX80 Luxe,41888,57490, Four-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,8 Cylinder Engine,98057,1,0
730,11,2013 Lexus GS 350 Base,23995,35697, All-wheel Drive ,19–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC,07305,3,3
731,12,2021 Toyota Tacoma TRD Off Road,42481,33905, 4WD ,18–22,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,22554,3,3
732,13,2019 BMW 430 i xDrive,37895,49772, All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic Sport,4 Cylinder Engine,60016,0,0
733,14,2019 Honda CR-V EX-L,34987,19439, All-wheel Drive ,27–33,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,72704,1,1
734,15,2017 Lexus GX 460 Luxury,42223,45882, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98502,3,3
735,16,2006 Chevrolet Corvette Z06,42995,42000, Rear-wheel Drive ,16–26,Gasoline ,6-Speed Manual,7.0L V8 16V MPFI OHV,46582,3,3
736,17,2018 Chevrolet Trax LT,17699,52966, Front-wheel Drive ,25–33,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,77094,3,3
737,18,2018 Cadillac XTS Luxury,18999,63680, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,19067,3,3
738,19,2016 Toyota 4Runner Limited,29978,79468, Four-wheel Drive ,17–21,Gasoline ,AUTOMATIC,V6 Cylinder Engine 4.0L,46219,0,0
739,0,2022 Genesis GV70 2.5T,56350,1297, All-wheel Drive ,22–28,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC Turbo,98409,3,3
740,1,2020 Toyota Camry SE,28777,33449, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,75110,1,1
741,2,2019 Toyota Camry SE,28995,47848, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,70817,0,1
742,3,2014 BMW 328 i,15450,95068, Rear-wheel Drive ,23–35,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,0,1
743,4,2018 Ford F-150 Raptor,59855,37291, Four-wheel Drive ,15–18,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,07945,1,0
744,5,2018 Audi Q7 3.0T Premium Plus,41989,19686, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,11220,1,1
745,6,2017 Chevrolet Corvette Grand Sport,62900,42023, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,53221,1,1
746,7,2017 Mercedes-Benz C-Class C 300 4MATIC,33977,39673, All-wheel Drive ,23–29,Gasoline ,7-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,02062,3,3
747,8,2016 Toyota 4Runner SR5 Premium,30773,72510, Rear-wheel Drive ,17–22,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,32301,3,3
748,9,2015 Lexus RC F Base,47991,66444, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,5.0L V8 32V PDI DOHC,98203,0,1
749,10,2020 BMW 540 i,46996,31523, Rear-wheel Drive ,22–30,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,30339,3,3
750,11,2021 Tesla Model Y Long Range,69971,12042, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,30360,1,1
751,12,2020 RAM 1500 Limited,54944,29319, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,30265,0,1
752,13,2019 Mercedes-Benz AMG C 43 Base 4MATIC,51995,20258, All-wheel Drive ,19–27,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,22182,3,3
753,14,2011 Chevrolet Corvette Base,29994,28311, Rear-wheel Drive ,None,Gasoline ,6-Speed Automatic,6.2L V8 16V MPFI OHV,77083,0,1
754,15,2010 Audi Q5 3.2 Premium Plus,11991,148663, All-wheel Drive ,18–23,Gasoline ,6-Speed Automatic,3.2L V6 24V GDI DOHC,98036,3,3
755,16,2021 Jeep Wrangler Unlimited 4xe Sahara,53462,7615, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61764,3,3
756,17,2017 BMW X3 sDrive28i,19499,63885, Rear-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77017,3,3
757,18,2018 Mercedes-Benz CLA 250 Base,26998,57957, Front-wheel Drive ,24–37,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,94538,3,3
758,19,2020 Volvo S60 T5 Momentum,34788,10349, Front-wheel Drive ,23–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98006,3,3
759,0,2020 Ford Mustang ECOBOOST PREMIUM,31380,47535, – ,None,– ,10-SPEED AUTOMATIC,2.3L ECOBOOST,91801,1,0
760,1,2020 Nissan Armada SL,34000,71819, Rear-wheel Drive ,14–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,35203,3,3
761,2,2019 Volkswagen Atlas 3.6L SE w/Technology,34995,34749, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,06088,1,1
762,3,2010 BMW 550 Gran Turismo i,11999,85777, Rear-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,75220,0,0
763,4,2009 Toyota Matrix S,6999,146075, Front-wheel Drive ,21–29,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,98387,3,3
764,5,2016 Jaguar XJ XJ R-Sport,23891,94181, Rear-wheel Drive ,18–27,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,77090,0,0
765,6,2020 Ford F-150 Lariat,48995,11070, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo,49464,3,3
766,7,2015 Chevrolet Silverado 1500 LT,31575,67485, Four-wheel Drive ,17–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,22406,3,3
767,8,2020 Hyundai Tucson Limited,28895,26636, Front-wheel Drive ,22–28,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,33761,1,1
768,9,2005 Honda S2000 Base (M6),37888,35906, Rear-wheel Drive ,20–25,Gasoline ,6-Speed Manual,2.2L I4 16V MPFI DOHC,98037,0,1
769,10,2005 Ford Excursion Limited,24850,150944, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.0L V8 32V DDI OHV Turbo Diesel,98371,0,0
770,11,2018 Volkswagen Golf GTI 2.0T S 4-Door,22880,46750, Front-wheel Drive ,25–33,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,76710,1,1
771,12,2019 BMW M5 Base,87880,26008, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98133,1,1
772,13,2017 Mercedes-Benz E-Class E 300,22995,69031, All-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10475,0,1
773,14,2019 Ford F-150 LARIAT,45989,53336, Four-wheel Drive ,17–23,Gasoline ,Automatic,Regular Unleaded 3.5 L EcoBoost,83687,1,1
774,15,2014 Ford F-150 XLT,23998,114983, Four-wheel Drive ,14–19,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,34744,0,1
775,16,2022 Acura MDX A-Spec,58995,9235, All-wheel Drive ,19–25,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC,32771,3,3
776,17,2020 Ford F-150 XL,44962,2261, Four-wheel Drive ,18–23,Gasoline ,Automatic,2.7L V6 24V PDI DOHC Twin Turbo,98499,3,3
777,18,2016 Land Rover Range Rover Sport Supercharged HSE,24495,87000, Four-wheel Drive ,17–23,Gasoline ,8-SPEED A/T,V6 Cylinder Engine,03053,3,3
778,19,2013 Nissan Juke SL,12995,92445, Front-wheel Drive ,27–32,Gasoline ,Automatic CVT,1.6L I4 16V GDI DOHC Turbo,32792,1,1
779,0,2020 INFINITI QX60 Pure,30265,52194, All-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V GDI DOHC,34471,3,3
780,1,2019 Audi A3 2.0T Premium,39995,20139, Front-wheel Drive ,26–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98229,1,0
781,2,2022 Lexus GX 460 GX 460 Premium,64700,1933, Four-wheel Drive ,15–19,Gasoline ,Automatic,Premium Unleaded V-8 4.6 L/281,98424,1,1
782,3,2017 BMW X5 eDrive xDrive40e,39990,37532, All-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,0,3,3
783,4,2009 Dodge Challenger SRT8,28690,31636, Rear-wheel Drive ,13–19,Gasoline ,6-Speed Manual,6.1L V8 16V MPFI OHV,32117,0,1
784,5,2018 Honda Accord EX-L,28999,16150, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,08052,0,1
785,6,2015 Buick Encore Premium,25288,47991, All-wheel Drive ,23–30,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,98532,0,1
786,7,2008 Chrysler Crossfire Limited,21998,10667, Rear-wheel Drive ,15–23,Gasoline ,6-Speed Manual,3.2L V6 18V MPFI SOHC,98072,0,0
787,8,2018 Lexus LC 500 Base,71967,57500, Rear-wheel Drive ,16–26,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,30080,0,1
788,9,2016 Chevrolet Tahoe LTZ,32495,79002, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,0,3,3
789,10,2019 Cadillac XT5 Luxury,33733,33190, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14127,1,1
790,11,2017 Chevrolet Corvette Grand Sport,67985,10079, Rear-wheel Drive ,16–25,Gasoline ,8-Speed Automatic,6.2L V8 16V GDI OHV,06226,0,1
791,12,2014 Mercedes-Benz G-Class G 550,74999,58248, All-wheel Drive ,12–15,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,98037,0,1
792,13,2015 Chevrolet Suburban 1500 LT,23395,141509, Four-wheel Drive ,15–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,07083,3,3
793,14,2017 Kia Sedona LX,22888,51672, Front-wheel Drive ,18–24,Gasoline ,6-Speed Automatic,3.3L V6 24V GDI DOHC,32124,1,1
794,15,2020 Lincoln Aviator Reserve AWD,55577,34012, All-wheel Drive ,17–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98221,1,0
795,16,2012 Lexus GX 460 Premium,18900,191456, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60439,1,1
796,17,2017 Toyota Prius Two,25000,60261, Front-wheel Drive ,54–50,Gas/Electric Hybrid ,A/T,121.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,0,3,3
797,18,2020 Toyota Tundra SR5,47389,25113, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,30067,1,1
798,19,2020 Jeep Wrangler Unlimited Sahara,44650,7944, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,33014,1,1
799,0,2021 Lexus LX 570 Three-Row,89995,12024, Four-wheel Drive ,12–16,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC,32811,1,1
800,1,2018 Honda HR-V EX-L w/Navigation,24999,11311, Front-wheel Drive ,28–34,Gasoline ,Automatic CVT,1.8L I4 16V MPFI SOHC,08052,1,1
801,2,2021 Tesla Model Y Long Range,70229,18151, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85014,1,1
802,3,2012 Porsche Cayenne S,19168,129400, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,4.8L V8 32V GDI DOHC,46143,0,1
803,4,2018 Buick Enclave Essence,26297,41635, Front-wheel Drive ,18–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,32809,1,1
804,5,2011 BMW 328 i,17500,46956, Rear-wheel Drive ,18–28,Gasoline ,6-Speed Automatic,3.0L I6 24V MPFI DOHC,75070,0,1
805,6,2020 Toyota Tundra SR5,34995,63627, 4WD ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33024,1,1
806,7,2012 Kia Sedona LX,4500,220519, Front-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,98532,3,3
807,8,2020 Toyota Tundra SR5,43998,29290, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33186,0,1
808,9,2016 Toyota 4Runner Limited,33800,62060, Four-wheel Drive ,17–21,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,20874,1,1
809,10,2017 Mercedes-Benz S-Class S 550 4MATIC,54990,53473, All-wheel Drive ,16–25,Gasoline ,9-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,77079,0,0
810,11,2014 Mercedes-Benz E-Class E 63 AMG,89998,23621, All-wheel Drive ,15–21,Gasoline ,7-SPEED A/T,8 Cylinder Engine,98037,3,3
811,12,2020 BMW X7 M50i,88990,17330, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,33612,1,1
812,13,2020 RAM 1500 Big Horn,41056,21010, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,43612,1,1
813,14,2019 Ford F-150 King Ranch,54900,29621, Four-wheel Drive ,16–22,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,70058,1,1
814,15,2019 Toyota Tundra Limited,47467,45499, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,28806,1,1
815,16,2009 Chevrolet Tahoe LS,15998,67854, Rear-wheel Drive ,None,Gasoline ,Automatic,4.8L V8 16V MPFI OHV,76012,0,1
816,17,2019 BMW X5 xDrive40i,52798,33036, All-wheel Drive ,20–26,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,68521,0,1
817,18,2021 Lexus RC F Track,82880,7746, Rear-wheel Drive ,16–24,Gasoline ,8-Speed Automatic,5.0L V8 32V PDI DOHC,98133,0,0
818,19,2020 Acura TLX A-Spec,37500,10825, Front-wheel Drive ,23–32,Gasoline ,8-Speed Automatic with Auto-Shift,2.4L I4 16V GDI DOHC,98225,3,3
819,0,2022 Lexus LX 600 F SPORT,149950,2275, Four-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,98005,1,1
820,1,2014 Mitsubishi Lancer Evolution GSR,34900,60542, All-wheel Drive ,17–23,Gasoline ,5-Speed Manual,2.0L I4 16V MPFI DOHC Turbo,60008,0,1
821,2,2019 Cadillac XT5 Luxury,34630,30836, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14127,1,1
822,3,2013 Audi Q7 3.0T Premium Plus,19450,65273, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,0,1,1
